municipality,state,country,veg_landuse_type_point_level1,veg_landuse_type_point_level2,veg_landuse_type_buffer5km_level1,veg_landuse_type_buffer5km_level2,temperature,relative_humidity,plant_order,plant_family,plant_genera,plant_species_complete_name,plant_type,plant_habit,plant_flower_colour,plant_flower_shape,invertebrate_order,invertebrate_family,invertebrate_genera,invertebrate_species_complete_name,invertebrate_origins,invertebrate_behavior,invertebrate_collector_structure,plant_collected_material,invertebrate_collected
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,61,174,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,123,405,1757,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,1,136,626,615,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,123,405,1757,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,123,405,1757,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,330,1549,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,330,1549,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,330,1549,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,330,1549,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,330,1549,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,330,1549,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,330,1549,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,135,626,2426,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,135,626,2426,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,591,2387,1,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,123,405,1757,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,61,174,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,466,1936,1,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,56,61,174,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,123,405,1757,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,123,405,1757,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,123,405,1757,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,238,1112,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,123,405,1757,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,238,1112,1,6,15,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,44,116,2,6,2,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,2,136,626,837,1,28,14,11,3
93,10,1,19,26,21,14,25.0,65.0,34,5,586,1376,3,16,76,8,4,10,245,1148,1,6,2,11,3
